x,y,label,sample_text
-0.89740455,-16.303877,2, You've had an incredible season this year.  What do you put it down to?  You've been winning almost
15.35647,0.88952595,4,"First of all, I'll certainly give Salisbury the credit they deserve.  I thought they played a very g"
10.100258,5.1880403,7," Oh, absolutely.  What can I tell you? Three days, I have been all day in the place here trying to p"
13.821048,12.267825,7,"  The snarl?  I kind of just did it.  I've never really made that face before, like ever in my reall"
-17.186344,7.204024,2," I don't know.  I haven't played on stadium.  But compared to the other courts, it is slower, yeah. "
-3.4349937,-16.31313,5,"I echo that. When you have a place that you're proud of that you can go and say, This is such a beau"
2.8101134,7.772735,7,"  I'm definitely going to take some time off again.  I took a couple days off before this event, spe"
18.920156,9.531619,5,"I'll second that.  They are tremendous players but even better people off the field.  I mean, just t"
-16.498356,-9.305904,6," Oh.  He is going to be tough.  I mean, he is very good player.  He is the top player.  So it is goi"
15.036747,-13.477947,6," I am not really looking that far ahead, playing Michael.  Right now I'm concerned about playing Enq"
15.011383,-7.206586,2,"Well, blocking against Jazz Sweet is pretty frustrating, I'm not going to lie but I think we did a p"
11.863614,2.090676,5,"All of them. I feel great, ready to go. This is exactly what I needed to get through here and get a "
2.516899,4.4363484,5,"  Well, I guess to me, it just means that I played on some very good Teams, that's all.  Fortunate t"
18.389116,12.550432,7,"Obviously, there's measures in this contract that allow for the club to extend the payouts a few ext"
1.6668189,-12.982276,1,"Of course. That's always going to help. And, again, like I said before, every Team here is looking f"
20.294191,-13.918054,4,"I truly believe -- we had opportunities today. We've been doing really well, driving in runs with me"
-2.3906238,-6.1299744,7, To early to get in any kind of sense for me.  I don't think I have that much of a feel for the tour
7.9007444,-9.372519,1,"No, we're not practicing that, but I have some knowledge about that. So we share the knowledge with "
6.097607,-17.430239,6, I would say so.  Obviously depends on what we get tomorrow.  But I think these are the conditions y
-11.155963,-0.024282077,2," Well, the 15 majors, but obviously that would be something very, very special.  I think so, yeah.  "
5.7302265,-2.5792935,7,"Yeah, it's a good question. I'm not the hiring authority, so I don't know, but I think it's importan"
-11.037215,11.031301,2, I dived because I had to get the point and there was a little bit of luck and I got it.
-22.709427,-3.1617632,3,"I'm actually looking at him right now, he just walked in my office. We haven't talked yet. I'm going"
-2.9436815,-5.446284,2," Yeah, I would definitely say so.  The approaches are also difficult to play in this kind of windy c"
-15.008367,-10.387379,2,  You don't get a chance to know each other too well.  The thing I know about him is he is a great l
-13.157505,-3.3103294,2,"There was a lot of things that could happen with lap cars, him guessing wrong, me being able to run "
-22.281113,3.334933,2,"Marisnick? Jake is an impact defender, he's got some base running skills that we can utilize hitting"
6.1319633,14.07036,7,"  It was fun.  It's nice having my brother on the bag, but it's cool.  This is the first time dad ha"
-9.194137,4.6660347,3," Obviously, it didn't.  Usually I play pretty well when I have an injury, but normally I don't make "
-6.21538,-9.642929,5,I think we obviously have to respond from last night.  It's always about what's in front of you.  Wh
-10.69247,17.367836,1,"  Yeah, you know, we realized what they were doing defensive-wise, so we had a much better offensive"
11.546836,-8.486468,7,"Yeah, to be honest, we haven't talked all about it. I know he had a great run. I think we all respec"
-24.439907,-2.5619195,2,"No, for me, he just got -- he starts the game, he gets a little quick. But then he settled down for "
-5.3172636,19.237978,2,  Probably on 16.  That was the longest putt that I holed today.  It was kind of across the green do
9.676016,17.166544,5," No.  Each one wants to do the best she can.  But we don't think ""I want to be better than my sister"
2.8839808,-5.568795,5," Absolutely.  I'd like to see Michelle, although I didn't want her to win on Sunday because I wanted"
20.524584,-1.94253,4,Michigan State was a physical Team.  They dominated us in all three aspects of the game.  I thought 
0.90138817,-3.8330538,6,"Well, we feel like we're -- two years ago now this next year we feel like coming into this next seas"
6.0967536,-25.485193,5,"I agree with everything they said. I couldn't have asked for a better senior year, and I'm just so t"
3.2853534,-9.73157,2,"Yeah, absolutely, I got a couple to fix up about my mechanic, and I want to work this offseason abou"
-14.153758,-20.14439,7," Not many people would, but if someone starts to mention, hey, this and that the other, I say listen"
22.897907,-0.40413082,2,"Yeah, that line's been great for us whenever they're together.  Robby came in, brought some speed, s"
-18.667786,-12.398456,2, Not particularly.  I think surface probably suits him a little more than it suits me.  Probably mor
-9.691052,0.14235412,5,"Obviously very proud to have followed Fernando Valenzuela, obviously something historic, and somethi"
-7.985961,-9.674906,5,I don't know about it is remarkable.  I think it is a testament of what people can endure or perseve
-20.475363,0.43605447,2,"Well, you're right, he was good in the No. 1 spot.  He was playing well, he likes to play fast, he w"
25.949327,-6.6852813,5,"Enjoy it. Honestly, it's stuff you gotta go through. I got a lot of advice from friends of mine. Kev"
-12.375136,-3.5686939,5,"  Well, I don't know if that's true or what it is.  I think preparation and opportunity, those two t"
-1.9942809,-17.249485,7,"  Definitely feel a certain level of disconnection.  When you're here, you very much feel like you'r"
-6.0223045,-17.09171,2, Is this the best win that you have ever had against a big player or have you beaten another top pla
-7.8998556,-7.2295623,7,"  I tell you tomorrow.  It is nothing knew to me.  I mean, I have been playing singles, doubles, mix"
-4.6355405,-22.612133,2, I will ask Tiger the same question after being the lead now at 6-under.  Some thoughts on your roun
0.37844226,6.731075,2,"  You know, just being aggressive.  Taking the same shots that I took last game, and just having con"
-17.502636,7.3759313,2," There was a serve.  It is difficult from the other side to judge a serve, but I felt it was out."
11.664056,9.799731,7,"And one more thing to add, the humidors don't really address the issue of drag. The humidors will af"
16.874908,0.06615507,2,"  I think what everybody sees in them, they are very athletic.  They don't give up a lot of big play"
8.659318,-5.394747,7, I am just going to let the Europeans do it because we are on deadline and if we want to go back to 
-21.201937,-4.2422748,2,"No, I don't think so.  He's a good defender, and I mean, I only one scored goal, so he did his job, "
24.04133,15.758575,8,"It was pretty clear??̻<U+0080><U+0091>cut. The 21 hung a left, drove those guys down below the line"
-11.104275,24.6971,5,"Well, it's obviously a different experience.  Something that I'll definitely remember.  Something  t"
-9.688926,-22.648037,5,"Melanie, thank you so much. I want to echo as well your dad, truly amazing and inspiring, Mike. Defi"
-14.83982,22.433714,2,"Again, an incredible look by Matt Moore.  He did the grit, and I just saw a shooting lane and I took"
2.8132615,5.423493,4,Obviously we played a lot of world-class Teams in this tournament. But this performance would probab
24.897968,-11.076052,2,They positioned themselves pretty well. But we hit some balls hard. Trea hit a couple balls hard tod
-10.564913,-6.9323516,4,  It feels pretty good.  It is always good to win a Grand Slam title even in mixed.  I think very sp
-1.9053264,13.247643,7,My mom is someone that I talk to a lot and obviously she helped me out this morning. We had coffee. 
4.737,6.7619457,2,He's been vital to our run up to this point.  There's no question about that.  We are not here witho
27.032717,3.204874,1,"Good afternoon, everyone. I have a couple of topics that I would like to cover and then obviously I "
-5.269539,-0.8082936,7,I am just very happy to be there.  It is just -- it is no time to be surprised or not to be surprise
-21.179914,-1.0048268,6," He's going to come out swinging, he's got a really nice backhand and he's been playing well all wee"
-4.383329,9.306046,2,I will still working on the same thing because like the first two hole I keep thinking about the out
-21.593239,13.91099,2,"  I thought to myself, I said, I tried to get a pitch to hit and he made a good pitch.  That was a f"
-11.3818035,7.654688,4,"  It was a good settler.  I felt like I started fine, a little bit more steady than yesterday, so to"
-20.28097,6.2511387,5,  I'm doing the same thing.  I'm gassing him up.  I feel like I'm putting that battery in his back. 
12.335577,0.3218821,5,I think that's an Individual thing. Players have to pick themselves up. Management or anyone can go 
-28.839241,-2.1390886,7,"Let me just add to that, that when Lloyd says we have no idea, you could interpret that to mean that"
12.333957,-11.22196,5,Obviously you can always shut the short.  So maybe give them something different.  Coach Conry was l
-4.320178,-0.6885439,4," When I am out there, it feels like it would be nice to know that I am a serving a little bit better"
-3.3589997,-14.121719,4," When you win a few matches, I beat good players, then you get more confidence and then you know tha"
4.306989,-0.4386632,8,"It's not what I want to be here talking about. And hopefully when AJ gets in here, he'll get back to"
-0.353092,14.730611,8,"To be honest with you, that probably helped distract me through the majority of the week. Just being"
-7.356017,16.568018,4,"Yeah, it's been a long year, up and down.  All worth it in the end.  Obviously a little bonus scorin"
11.140896,20.45331,2," Yeah, not really-- and after they broke us, she got very confident.  She started to psych up and go"
-22.588419,-6.4801006,3,He felt something when he went to block that ball in his hip flexor. We don't know the severity of i
20.710316,-8.381401,7,ORLANDO HERNANDEZ (Through Leo Astacio)   I have given thought to everyone on their Team.  Luis Gonz
5.4370694,24.250093,4,"  Yeah, well, I knew that today playing in the morning, especially early, was going to be much more "
-3.6535504,2.2857513,6," First, to rest, then I will see what other tournaments I will be playing and if it is Australia or "
9.724596,1.0143607,1,"  Yeah, obviously that opportunity helps, but I'm just getting out there and seizing the opportunity"
3.9943674,-15.079208,1,"  You know, that's a great question.  I think the biggest thing is for me just studying the game, re"
-21.30757,0.44754615,7,"He was a very smart player, and now he can share the knowledge he has with the players that he's goi"
-14.564344,-6.0557237,8,"  I've never managed to find a comfort zone on this golf course.  It amazes me, but I think that's a"
16.243443,4.498543,4,"Congratulations to Wesleyan, and Coach Raba a tremendous game.  It was a battle for 60 minutes.  The"
-3.0902338,-7.638541,7," The Other Side of Midnight, and Memory -- Memories, something like that.  Two books of Sidney Sheld"
18.71892,17.025373,7,"Hi, everybody. I'm Jon Sciambi, and it is my pleasure to welcome you all to this year's announcement"
-25.362707,1.8073974,3,Andy is fully recovered and has started maybe some light hitting. He's on a regular schedule. He'll 
-0.6815205,2.0199826,7,A lot of different and for the last days I played with some juniors because there is no more big pla
13.088091,2.1932573,4,"Yeah, I agree with what both of them said. I think this is a really great way for us to go out, and "
-11.454461,-7.2860026,2," I cannot think about that right now. Actually, my dream was to play one more good Grand Slam and re"
3.4392145,10.327537,1,It was really something that's been in the works for a little bit. I've sort of changed around my st
1.4423991,0.14953421,4,I feel great right now.  What a beautiful day to play golf.  Braved the last two holes to kind of ge
13.510386,-3.3787754,1,I try not to watch my competitors anyway.  I try not to watch what they do all that much anyway.
-2.7885594,-10.173462,7,"Probably so.  Actually he makes all sizes.  I know that my waist is a 30, but in his clothes I'm a 3"
-19.274632,1.4337046,7,"The field crew at University of Arizona, they were my best buds. Johnny O., he was the director, he "
17.722353,2.6087143,4,"First, just congratulations to Minnesota on a great season. They're a great Team. We saw them early "
19.88024,-13.33943,6,Not really. We were just worrying about today. We knew that going in I guess there wasn't any reserv
19.0195,11.173236,4,You're obviously one of the leading players on the LET at the moment.  Does that put extra pressure 
6.5836673,3.862812,1,"Yeah, it's definitely uncharted territory. And I'm just trying to continue to do what I've tried to "
19.4306,10.360232,8,"Yeah, because that's not coming from the players on the field. The players on the field, it's their "
-9.594325,-2.2875824,2,"Gee, this is a Lisa Raymond -- Natasha Zvereva press conference. I don't know. Frankly, I don't know"
10.684867,24.974573,3,I had injured it the Friday just before the Monday at San Diego the tournament practicing.  I would 
6.8140826,-7.5830803,7,"Well, right now, based on what the organization make the move, we hired -- they hired him, before I "
17.876383,22.767546,8,"Yeah, I appreciate the question. I think a lot -- people have spoken on this. I've spoken on this, I"
-0.061708555,27.060217,5,"The key for them is clearly Plummer. If she's good, then that creates space for everyone else. Every"
14.616345,5.9029875,7,We're excited to have with us a number of players who were named to the first and second Teams. Join
9.494983,8.197607,7,"I think I will not miss cricket -- I mean, I'll be involved because I can't stay away from this. And"
5.781953,-9.857594,1,"You know, I can't say we practice it a ton.  We talk about power play, that sort of thing.  Then def"
-11.897896,-3.5817575,4,"  I think I definitely left  -- I did yesterday, as well.  You know, one of my  -- one of my things "
-6.4269905,1.3708904,2,"  Yeah, so coming from KPMG I was extremely happy with my long game from tee to green, but the putts"
-14.791707,14.51961,4,"  Is that aggressive?  (Laughs.) No, I think I played pretty well.  I'm getting it in the fairway, a"
-9.340916,0.42017436,5,Very happy with the home run. Obviously today all my Teammates were saying today is your day. Today 
-11.68801,3.7744563,2," I think I was very tired -- I was tired because I have been all the week with diarrhea, because the"
5.6861467,24.102936,4," Yeah, a big surprise.  I was really surprised about; especially Jennifer yesterday.  I knew she had"
9.791997,-21.757675,7," When the rankings were first released, she was ranked third.  I think any time you have a prominent"
21.6593,-5.8800163,4,"I think it affected our Team.  You know, I think collectively a lot of things affected our Team.  I "
-16.736002,16.785282,1,We started on the back nine and I started off hitting a 5-iron in there probably 18 feet from the ho
-21.28261,1.6336268,2," He was serving for the match at 5-1.  He was Love-all; he had hit a smash wide, real wide, and it w"
26.128712,3.1958687,1," You know, that's a hard question to answer simply because you haven't replaced it with another even"
-3.0299196,5.8827305,4,"It was tough for him, first game back.  That's a big game.  Obviously they didn't get a whole lot of"
15.019143,11.195143,8,"Sure, I'm appreciative that the officials allowed it to be an aggressive game and they allowed big, "
1.5709865,-17.316162,7,"  Well, you know, I don't think I was consciously thinking about the game at that time, but you pick"
7.112953,-15.72542,7," We have world No. 1, Annika Sorenstam, the recent winner of the U.S. Women's Open and also the lady"
-2.742614,18.855938,5,"  Well, start off with our Captain, Sue Bird, just leading us and it goes from the starting five all"
18.727673,3.971954,7,  I'm sure she is.  They're both great.  Pat was a pod captain last year too so I got to know her pr
-5.29234,-9.274158,8,I don't know that it's been a bit of a struggle and I think some of what's been identified as a stru
-20.802328,5.7296853,8,"Yes, we missed him in the first half and any conversations I have with him on whether he's coming ba"
-3.358395,-1.8848854,1,Today I went to the net a lot.  I felt very good.  There are going to be players where I am going to
-10.054409,-4.6131516,6,"  You know, weather is really good and golf course is really good condition right now, so everybody "
21.156954,1.665088,7," I think size-wise, they compare to Nebraska close enough, their center is about the same size, the "
-20.883242,3.0655527,7,"  Lopez?  Yeah, I've faced him plenty of times, yeah, when he was with the Indians and this year wit"
17.648888,-5.9466004,5,We have a really good Team. We have a lot of good things going. We have -- we're trying to build the
18.935974,-6.6652703,7,"  Well, there's not uncertainty in my mind with LeBron James.  And [when] I took the job, we didn't "
-8.262213,12.804698,2," I think it's just work has been paying off and I did good last year, I just didn't have any wins.  "
-0.76262695,1.907313,1,There's no doubt there's been a lot more time going into data and watching games. And there's so muc
8.477095,21.916416,2," Yeah, sure, she was.  She was making some doublefaults or easy volley mistakes and -- I mean, she i"
17.057552,-8.464865,4,"Look, we know we're a great fielding unit. We normally have one of those games somewhere along the l"
-24.04167,3.1710205,2,"But Yadi can hit anywhere. Hit second for us, third, fourth, fifth. He can hit anywhere because Yadi"
-13.459578,0.98564553,5,I'm living the dream. I know this is a big opportunity for me. It's a big year for me. And I'm going
-6.503776,9.035929,5,Feel really good.  I was just thinking like I don't want to discredit my round just because I played
19.4372,-9.521054,8,I thought we were disciplined. We weren't trying to do so much. I think when we've gone back and we 
3.177434,12.541568,6,"  I mean, it definitely is a high percentage if I have a few days.  But like I said, I'm making some"
4.634676,-14.615093,2,Just I think my game just is finally coming together.  I'm really comfortable my swing.  My PXG equi
-1.2283524,-14.979843,4,"Yeah, it definitely helps when you can get -- see their bullpen. This way you know in a long series "
-0.074766584,14.807542,4,"Yeah, I talked to him a little bit in Houston. A lot of guys who I've played with, we've gone throug"
-16.477581,15.767739,2,"I started on 1, so first hole I hit a sand wedge about a foot, got it in my range.  I hit a 9-iron a"
9.593969,-13.021242,5,"No, we're trying to win today's game. I'll empty my own tank. There's certainly a couple of guys tha"
-14.643988,6.017595,1,I know what the boards feel like (laughter).  I was a little bit confused where he was.  It was six-
-18.519403,9.009947,7,"To talk about what Matt was saying and his lacrosse IQ, it was in the fall last year, it was freshme"
12.335321,-16.695599,7,Every off-season we go through our baseball operations policies. Sign stealing was a big focus durin
-23.994516,-0.9918211,3,"Yeah, he's in the clubhouse now. He's going to get treatment. He's going to do everything he can to "
-15.204326,2.9348655,4," I have played Sampras at Wimbledon this year, and that was a big match for me.  I didn't play too b"
21.681498,3.675646,7,It's amazing to see.  This is a hockey town.  They've been with us through the ups and downs.  They'
-19.04136,-12.97312,8,I think you heard Erik say in the previous interview there would probably be even more wrecks. We ce
20.084436,1.8081639,5,I think everybody is excited about the game.  They have enjoyed their experience and they are going 
1.057145,-12.473834,8,I think you're always looking for pitching. I don't know that you ever have enough. I don't know. We
2.0604196,9.308926,5,"It's a little different than our old stadium, it's got some jagged edges around the outfield. It's g"
-8.988518,-14.0419235,7, You probably are not going to see us two doing a Stance Little League Clinic.  We are probably the 
0.17529903,-17.743395,5,"Yeah, I mean, of course you want to win every game.  I think if you think you're going to sweep ever"
-14.060453,-10.11505,2,"It would be great for us, great for the Team, great for him.  He's locked in, laser like focus going"
-24.647488,-10.426736,7,"  Yes.  Definitely got a lot of congratulations from Mike Whan, for example.  He texted me right aft"
12.526839,-12.265394,1,  So I been working more on like short game and bunker play and putting as well.  Putting obviously 
1.3837113,13.955386,7,I've been texting him. We've been trying to call and missing each other. He's been hunting in Ohio a
-0.5913907,22.365349,6," No, I actually got a wild card.  I received an invitation to play Doral as kind of a home player, I"
2.0769742,-1.6878111,6,We had three-hour training camp practice yesterday (laughing).  It's just prep.  Normal prep in betw
-8.685658,-16.77755,7,  Have you ever played in a tournament and the location was so beautiful that you decided to come ba
1.5610863,2.8371608,5,"Maybe a chip. I think when you play some of the Teams we play in our division so much, it's probably"
-18.770987,7.7597785,3, He was -- it was his back because I saw him in the locker room it was his back.  Which probably com
3.766512,-18.494833,2," We have by far and away the No. 1 player from the Ladies European Tour, Gwladys Nocera.  You've won"
18.985931,-2.6571681,4,"  Yeah, again, we're our own worst enemy sometimes.  Our turnovers tonight really hurt us badly, unf"
-1.8007854,-18.903183,7,"  Well, you know, you're cooking for yourself, paying for your own school.  So you're not living hig"
-0.24985027,-14.202562,5,"It means a lot.  We're lucky to have them.  They've been here for us all year, before that, too.  Yo"
23.821552,14.68934,4,"  Yeah, I was just pushing.  I was hustling the car, driving as hard as I could, trying to enjoy mys"
-7.211148,6.4545517,4,"  One was sand wedge, and one was my fat baby, 60-degree lob-wedge.  Usually I use that one mostly a"
-13.866925,-0.13635984,4," I thought that if I play my best I know that there is a possibility to win, so it wasn't a big surp"
16.444305,-0.6716866,2,"  Those guys do a great job.  I don't think the height is a key thing.  I think, again, we've just g"
-25.540497,-2.267539,7,The meetings will probably get longer because he won't get up and leave after he gets bored. Definit
21.056097,8.936511,1,"So a part of our tactics are bowling according to stumps, stump to stump. That's the field we employ"
8.787569,10.794839,7," I've got a bunch of family in town, so I'll probably just be at home and entertain all of the famil"
2.0939229,-7.73086,4, It was the same thing last week at Evian.  But I guess that's what we call experience and hopefully
-10.538006,2.1152124,4," No, it was very tough today because it is true, somewhere I have to beat Masur because his ranking "
-7.3342886,0.16384614,7," I don't know.  I hope so, but I am not working with the French Federation, so I think my coach will"
3.0609384,-15.722395,5,"I think the biggest thing was we went out there, and we're trying to have so much fun. And you'll si"
-5.8948655,-11.740948,7,"My opinion really doesn't matter, so I don't normally give it.  Say what I say, so I'm not going to "
10.606877,-13.906245,5,"Again, I think it brought us together, kind of similar to this game, like we're in this, and when we"
4.634637,-3.4171855,4," It is not nice.  It is not nice.  It needs to be get better, everyone wants it to be better, but I "
-6.6324787,9.425126,3," Well, I thought it was    to me, the holes played, the into the winds holes I did better on those I"
20.81198,-5.569559,4,"No, today we made mistakes in fielding and dropped some catches. That's the difference between our T"
11.310447,-1.2707517,2, I'm not too concerned.  I don't really look around the stadium to see who's watching or how many pe
1.22573,-0.08617178,2,  I'm in great shape.  I bounce back extremely well in between games.  I could play right now if we 
-1.4844205,-14.675072,5," Yeah. I mean, it helps a lot just to look to the side and see that you have people there who are wi"
-3.727165,2.5825458,1," That means playing on the baseline and finishing the point with the winner, with the volley or some"
-11.21807,6.8902936,4,"No, it was never like that.  Every week I felt like I could win because my practice was so good."
-16.175753,16.695353,4," Yes.  Birdie on 4, on 4 I hit a 3-wood off the tee and I hit a 6-iron in there about 12 feet just b"
-23.407352,7.8724866,2,"Well, I remember him hitting against me in Spring Training. And I would expect him to be looking for"
-20.363354,-2.7639477,7," Alicone (ph).  His birthday is today.  Yesterday he was joking, ""You're just waiting for a good rou"
-0.33774585,-20.20837,5,"Yeah, I think it gives negative mojo to your Team if you think of how many goals you're down by.  In"
-6.300412,-16.952967,2,It's something that I have done. It's something -- it has to be the right time situationally when yo
-2.8627903,10.707089,1, No.  I just work on everything the same for three years now with my new coach.  So the same every d
-21.922903,-5.4240484,2,I think just what I expect out of him.  I know he's a goal-scorer.  He scores lots of goals every ye
-13.128709,-9.178785,4," Of course.  Yeah, to beat Becker in a Grand Slam that he won before, it is just great. Nothing comp"
9.101773,-4.314383,1," I don't think there will be an effect, because they have other players, as well.  So we can't just "
0.28685144,6.410872,5,"Yeah, it's just the game management, and you're expecting -- I'm not going to go all into it, but I "
-5.982001,0.45507976,4,"  Yeah, 100%.  I was not happy about that.  I was not happy.  But the bunkers are usually -- I like "
19.760082,1.5832353,5,"Yeah, you're going to see Teams doing some uncharacteristic things just because they know their seas"
10.067313,22.179482,2, I think she is a great player and she really puts a lot in the game on the court and off the court.
-11.4554825,11.533139,4," It was only two feet wide.  First point he served for it.  It is a huge point, and it just pissed m"
9.401652,19.273994,2," Well, it is best she has played for a while.  She has a tendency to do that against me. Bad luck."
25.135199,9.082808,7,"For sure. I had a pretty good familiarity with the National League West, not just as the manager of "
17.873207,-15.252261,2,"Yeah, we stopped the bleeding last night and then came out and played well again today. We want to j"
-2.941255,11.801015,3," Yes, I did.  And they did some work on it.  They gave me some medication and so on and so on.  But "
14.359603,8.652146,1,"We knew Ohio State was going to come out aggressive in that second half, just like they normally do."
-14.352777,-7.2005405,2," The best way I can describe it is that this kind of golf suits my game.  Like for instance, at the "
19.702702,-9.573997,4,"We can be better, period.  I thought we were good in front of them.  A couple of bad breakdowns we d"
-15.912052,3.759427,7," Twice.  I played Tuesday, I was in the Pro Am, but before I got to here, I played Friday and Saturd"
9.319917,3.260961,8,"So they've got to qualify now to make it.  Every now and then that's going to happen, but it seems t"
7.352539,12.575857,7,  This golf course is beautiful.  I've never been in area so it's a really pleasant surprise.  It's 
12.941517,-3.0500944,5,"No, we try not to worry about any of that.  We just try to go out there and do our jobs and play."
24.236998,7.7349935,7,"I think we've come a long way, as we have really over the course of decades.  I think the league is "
28.478153,-2.277022,7,It could be. I'm not a big room service guy. I like to go out and eat. Houston has got some pretty g
-20.484312,-6.22562,2," I think it is hardcourt.  I mean, even though he won his first Slam on the clay, I think hardcourt "
20.863026,-10.387565,7,I can share that I've been a fan of both players for a long time. I can share that in Philadelphia w
0.025893051,-11.8659935,6,"  I mean, I'm doing everything what I can do.  It does feel better than when it happened.  But you k"
4.24956,-0.25318536,8,"  No, I've always been a guy who kind of let his game do the talking.  But when guys get to talking,"
6.1001897,-25.945385,8," We asked for a wildcard, three, four weeks ago, maybe.  I decided to play New Haven and Schenectady"
-9.043769,-13.049096,4," You got off to a very fast start, two birdies in the first two holes, would you like to talk about "
18.090734,7.079358,4, I kind of enjoyed it.  I didn't enjoy the fourth set.  Did not enjoy that at all.  I enjoyed the ma
23.536674,6.1610456,7,We have it on the outside of the case packs for our own uses that we know. That's part of the recomm
10.340221,-4.8343315,4," Yeah, I think we start to play very nervous.  We didn't play so good today, but I think we have a g"
15.497171,-13.084488,5,"I echo everything. If we look too far ahead, we get lost. Even taking it one point at a time, we're "
-21.647411,13.941107,4,"Absolutely. That's what you call a perfect pitch right there, a pitcher's pitch. And I was able to l"
25.286306,9.160367,2,"  Yeah, probably.  They have a deeper bench, there's no question and I think that gives them more of"
-5.6353636,-2.0677779,8," I am not in her position.  I am in the other position.  I would probably continue, so, I don't know"
-0.58130056,3.9901636,2,"  Yeah.  I mean, that's who I am.  I know it doesn't seem like that all the time, but that's how I w"
11.236754,-10.072302,2,"We talked about it right after that. These guys all season long, offense comes and goes, you have sl"
12.279037,-9.369651,5,I don't know the Team sentiment. We haven't really discussed it all that much. We're worried about w
-6.313457,7.2228675,4,"Yeah, I think both Teams were pretty consistent throughout the match. Like hue said, Florida is a go"
-28.301426,2.1855211,7,Yes. He's been to many of the events that I've done in Puerto Rico. He helped support my academy in 
6.196494,20.413494,1,  A couple times.  She forced me into 3-wood a couple of times and it was a good move.  I wanted to 
1.5561813,-4.555033,4,"Yeah, we were actually down 3 games to 1. We won the game in Chicago and then went to Cleveland and "
